stem,content,style,params,style_weight,tv_weight,edge,face_preserve,cpm,layers
portrait2__Matisse__sw28k_tv0.003_edge0.04_fp1_cpm0.6_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.04_fp1_cpm0.6_layers45,28000,0.003,0.04,1.0,0.6,45
portrait2__Matisse__sw28k_tv0.003_edge0.04_fp1_cpm0.8_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.04_fp1_cpm0.8_layers45,28000,0.003,0.04,1.0,0.8,45
portrait2__Matisse__sw28k_tv0.003_edge0.08_fp0.95_cpm0.3_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.08_fp0.95_cpm0.3_layers45,28000,0.003,0.08,0.95,0.3,45
portrait2__Matisse__sw28k_tv0.003_edge0.08_fp0.95_cpm0.6_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.08_fp0.95_cpm0.6_layers45,28000,0.003,0.08,0.95,0.6,45
portrait2__Matisse__sw28k_tv0.003_edge0.08_fp0.95_cpm0.8_layers345,portrait2,Matisse,sw28k_tv0.003_edge0.08_fp0.95_cpm0.8_layers345,28000,0.003,0.08,0.95,0.8,345
portrait2__Matisse__sw28k_tv0.003_edge0.08_fp0.95_cpm0.8_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.08_fp0.95_cpm0.8_layers45,28000,0.003,0.08,0.95,0.8,45
portrait2__Matisse__sw28k_tv0.003_edge0.08_fp0.9_cpm0.3_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.08_fp0.9_cpm0.3_layers45,28000,0.003,0.08,0.9,0.3,45
portrait2__Matisse__sw28k_tv0.003_edge0.08_fp0.9_cpm0.6_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.08_fp0.9_cpm0.6_layers45,28000,0.003,0.08,0.9,0.6,45
portrait2__Matisse__sw28k_tv0.003_edge0.08_fp0.9_cpm0.8_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.08_fp0.9_cpm0.8_layers45,28000,0.003,0.08,0.9,0.8,45
portrait2__Matisse__sw28k_tv0.003_edge0.08_fp1_cpm0.3_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.08_fp1_cpm0.3_layers45,28000,0.003,0.08,1.0,0.3,45
portrait2__Matisse__sw28k_tv0.003_edge0.08_fp1_cpm0.6_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.08_fp1_cpm0.6_layers45,28000,0.003,0.08,1.0,0.6,45
portrait2__Matisse__sw28k_tv0.003_edge0.08_fp1_cpm0.8_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.08_fp1_cpm0.8_layers45,28000,0.003,0.08,1.0,0.8,45
portrait2__Matisse__sw28k_tv0.003_edge0.12_fp0.95_cpm0.3_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.12_fp0.95_cpm0.3_layers45,28000,0.003,0.12,0.95,0.3,45
portrait2__Matisse__sw28k_tv0.003_edge0.12_fp0.95_cpm0.6_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.12_fp0.95_cpm0.6_layers45,28000,0.003,0.12,0.95,0.6,45
portrait2__Matisse__sw28k_tv0.003_edge0.12_fp0.95_cpm0.8_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.12_fp0.95_cpm0.8_layers45,28000,0.003,0.12,0.95,0.8,45
portrait2__Matisse__sw28k_tv0.003_edge0.12_fp0.9_cpm0.3_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.12_fp0.9_cpm0.3_layers45,28000,0.003,0.12,0.9,0.3,45
portrait2__Matisse__sw28k_tv0.003_edge0.12_fp0.9_cpm0.6_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.12_fp0.9_cpm0.6_layers45,28000,0.003,0.12,0.9,0.6,45
portrait2__Matisse__sw28k_tv0.003_edge0.12_fp0.9_cpm0.8_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.12_fp0.9_cpm0.8_layers45,28000,0.003,0.12,0.9,0.8,45
portrait2__Matisse__sw28k_tv0.003_edge0.12_fp1_cpm0.3_layers345,portrait2,Matisse,sw28k_tv0.003_edge0.12_fp1_cpm0.3_layers345,28000,0.003,0.12,1.0,0.3,345
portrait2__Matisse__sw28k_tv0.003_edge0.12_fp1_cpm0.3_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.12_fp1_cpm0.3_layers45,28000,0.003,0.12,1.0,0.3,45
portrait2__Matisse__sw28k_tv0.003_edge0.12_fp1_cpm0.6_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.12_fp1_cpm0.6_layers45,28000,0.003,0.12,1.0,0.6,45
portrait2__Matisse__sw28k_tv0.003_edge0.12_fp1_cpm0.8_layers45,portrait2,Matisse,sw28k_tv0.003_edge0.12_fp1_cpm0.8_layers45,28000,0.003,0.12,1.0,0.8,45
portrait2__Monet__sw14k_tv0.0022_edge0.04_fp0.95_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.04_fp0.95_cpm0.3_layers45,14000,0.0022,0.04,0.95,0.3,45
portrait2__Monet__sw14k_tv0.0022_edge0.04_fp0.95_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.04_fp0.95_cpm0.6_layers45,14000,0.0022,0.04,0.95,0.6,45
portrait2__Monet__sw14k_tv0.0022_edge0.04_fp0.95_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.04_fp0.95_cpm0.8_layers45,14000,0.0022,0.04,0.95,0.8,45
portrait2__Monet__sw14k_tv0.0022_edge0.04_fp0.9_cpm0.3_layers345,portrait2,Monet,sw14k_tv0.0022_edge0.04_fp0.9_cpm0.3_layers345,14000,0.0022,0.04,0.9,0.3,345
portrait2__Monet__sw14k_tv0.0022_edge0.04_fp0.9_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.04_fp0.9_cpm0.3_layers45,14000,0.0022,0.04,0.9,0.3,45
portrait2__Monet__sw14k_tv0.0022_edge0.04_fp0.9_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.04_fp0.9_cpm0.6_layers45,14000,0.0022,0.04,0.9,0.6,45
portrait2__Monet__sw14k_tv0.0022_edge0.04_fp0.9_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.04_fp0.9_cpm0.8_layers45,14000,0.0022,0.04,0.9,0.8,45
portrait2__Monet__sw14k_tv0.0022_edge0.04_fp1_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.04_fp1_cpm0.3_layers45,14000,0.0022,0.04,1.0,0.3,45
portrait2__Monet__sw14k_tv0.0022_edge0.04_fp1_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.04_fp1_cpm0.6_layers45,14000,0.0022,0.04,1.0,0.6,45
portrait2__Monet__sw14k_tv0.0022_edge0.04_fp1_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.04_fp1_cpm0.8_layers45,14000,0.0022,0.04,1.0,0.8,45
portrait2__Monet__sw14k_tv0.0022_edge0.08_fp0.95_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.08_fp0.95_cpm0.3_layers45,14000,0.0022,0.08,0.95,0.3,45
portrait2__Monet__sw14k_tv0.0022_edge0.08_fp0.95_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.08_fp0.95_cpm0.6_layers45,14000,0.0022,0.08,0.95,0.6,45
portrait2__Monet__sw14k_tv0.0022_edge0.08_fp0.95_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.08_fp0.95_cpm0.8_layers45,14000,0.0022,0.08,0.95,0.8,45
portrait2__Monet__sw14k_tv0.0022_edge0.08_fp0.9_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.08_fp0.9_cpm0.3_layers45,14000,0.0022,0.08,0.9,0.3,45
portrait2__Monet__sw14k_tv0.0022_edge0.08_fp0.9_cpm0.6_layers345,portrait2,Monet,sw14k_tv0.0022_edge0.08_fp0.9_cpm0.6_layers345,14000,0.0022,0.08,0.9,0.6,345
portrait2__Monet__sw14k_tv0.0022_edge0.08_fp0.9_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.08_fp0.9_cpm0.6_layers45,14000,0.0022,0.08,0.9,0.6,45
portrait2__Monet__sw14k_tv0.0022_edge0.08_fp0.9_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.08_fp0.9_cpm0.8_layers45,14000,0.0022,0.08,0.9,0.8,45
portrait2__Monet__sw14k_tv0.0022_edge0.08_fp1_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.08_fp1_cpm0.3_layers45,14000,0.0022,0.08,1.0,0.3,45
portrait2__Monet__sw14k_tv0.0022_edge0.08_fp1_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.08_fp1_cpm0.6_layers45,14000,0.0022,0.08,1.0,0.6,45
portrait2__Monet__sw14k_tv0.0022_edge0.08_fp1_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.08_fp1_cpm0.8_layers45,14000,0.0022,0.08,1.0,0.8,45
portrait2__Monet__sw14k_tv0.0022_edge0.12_fp0.95_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.12_fp0.95_cpm0.3_layers45,14000,0.0022,0.12,0.95,0.3,45
portrait2__Monet__sw14k_tv0.0022_edge0.12_fp0.95_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.12_fp0.95_cpm0.6_layers45,14000,0.0022,0.12,0.95,0.6,45
portrait2__Monet__sw14k_tv0.0022_edge0.12_fp0.95_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.12_fp0.95_cpm0.8_layers45,14000,0.0022,0.12,0.95,0.8,45
portrait2__Monet__sw14k_tv0.0022_edge0.12_fp0.9_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.12_fp0.9_cpm0.3_layers45,14000,0.0022,0.12,0.9,0.3,45
portrait2__Monet__sw14k_tv0.0022_edge0.12_fp0.9_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.12_fp0.9_cpm0.6_layers45,14000,0.0022,0.12,0.9,0.6,45
portrait2__Monet__sw14k_tv0.0022_edge0.12_fp0.9_cpm0.8_layers345,portrait2,Monet,sw14k_tv0.0022_edge0.12_fp0.9_cpm0.8_layers345,14000,0.0022,0.12,0.9,0.8,345
portrait2__Monet__sw14k_tv0.0022_edge0.12_fp0.9_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.12_fp0.9_cpm0.8_layers45,14000,0.0022,0.12,0.9,0.8,45
portrait2__Monet__sw14k_tv0.0022_edge0.12_fp1_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.12_fp1_cpm0.3_layers45,14000,0.0022,0.12,1.0,0.3,45
portrait2__Monet__sw14k_tv0.0022_edge0.12_fp1_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.12_fp1_cpm0.6_layers45,14000,0.0022,0.12,1.0,0.6,45
portrait2__Monet__sw14k_tv0.0022_edge0.12_fp1_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0022_edge0.12_fp1_cpm0.8_layers45,14000,0.0022,0.12,1.0,0.8,45
portrait2__Monet__sw14k_tv0.0026_edge0.04_fp0.95_cpm0.3_layers345,portrait2,Monet,sw14k_tv0.0026_edge0.04_fp0.95_cpm0.3_layers345,14000,0.0026,0.04,0.95,0.3,345
portrait2__Monet__sw14k_tv0.0026_edge0.04_fp0.95_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.04_fp0.95_cpm0.3_layers45,14000,0.0026,0.04,0.95,0.3,45
portrait2__Monet__sw14k_tv0.0026_edge0.04_fp0.95_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.04_fp0.95_cpm0.6_layers45,14000,0.0026,0.04,0.95,0.6,45
portrait2__Monet__sw14k_tv0.0026_edge0.04_fp0.95_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.04_fp0.95_cpm0.8_layers45,14000,0.0026,0.04,0.95,0.8,45
portrait2__Monet__sw14k_tv0.0026_edge0.04_fp0.9_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.04_fp0.9_cpm0.3_layers45,14000,0.0026,0.04,0.9,0.3,45
portrait2__Monet__sw14k_tv0.0026_edge0.04_fp0.9_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.04_fp0.9_cpm0.6_layers45,14000,0.0026,0.04,0.9,0.6,45
portrait2__Monet__sw14k_tv0.0026_edge0.04_fp0.9_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.04_fp0.9_cpm0.8_layers45,14000,0.0026,0.04,0.9,0.8,45
portrait2__Monet__sw14k_tv0.0026_edge0.04_fp1_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.04_fp1_cpm0.3_layers45,14000,0.0026,0.04,1.0,0.3,45
portrait2__Monet__sw14k_tv0.0026_edge0.04_fp1_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.04_fp1_cpm0.6_layers45,14000,0.0026,0.04,1.0,0.6,45
portrait2__Monet__sw14k_tv0.0026_edge0.04_fp1_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.04_fp1_cpm0.8_layers45,14000,0.0026,0.04,1.0,0.8,45
portrait2__Monet__sw14k_tv0.0026_edge0.08_fp0.95_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.08_fp0.95_cpm0.3_layers45,14000,0.0026,0.08,0.95,0.3,45
portrait2__Monet__sw14k_tv0.0026_edge0.08_fp0.95_cpm0.6_layers345,portrait2,Monet,sw14k_tv0.0026_edge0.08_fp0.95_cpm0.6_layers345,14000,0.0026,0.08,0.95,0.6,345
portrait2__Monet__sw14k_tv0.0026_edge0.08_fp0.95_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.08_fp0.95_cpm0.6_layers45,14000,0.0026,0.08,0.95,0.6,45
portrait2__Monet__sw14k_tv0.0026_edge0.08_fp0.95_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.08_fp0.95_cpm0.8_layers45,14000,0.0026,0.08,0.95,0.8,45
portrait2__Monet__sw14k_tv0.0026_edge0.08_fp0.9_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.08_fp0.9_cpm0.3_layers45,14000,0.0026,0.08,0.9,0.3,45
portrait2__Monet__sw14k_tv0.0026_edge0.08_fp0.9_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.08_fp0.9_cpm0.6_layers45,14000,0.0026,0.08,0.9,0.6,45
portrait2__Monet__sw14k_tv0.0026_edge0.08_fp0.9_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.08_fp0.9_cpm0.8_layers45,14000,0.0026,0.08,0.9,0.8,45
portrait2__Monet__sw14k_tv0.0026_edge0.08_fp1_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.08_fp1_cpm0.3_layers45,14000,0.0026,0.08,1.0,0.3,45
portrait2__Monet__sw14k_tv0.0026_edge0.08_fp1_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.08_fp1_cpm0.6_layers45,14000,0.0026,0.08,1.0,0.6,45
portrait2__Monet__sw14k_tv0.0026_edge0.08_fp1_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.08_fp1_cpm0.8_layers45,14000,0.0026,0.08,1.0,0.8,45
portrait2__Monet__sw14k_tv0.0026_edge0.12_fp0.95_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.12_fp0.95_cpm0.3_layers45,14000,0.0026,0.12,0.95,0.3,45
portrait2__Monet__sw14k_tv0.0026_edge0.12_fp0.95_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.12_fp0.95_cpm0.6_layers45,14000,0.0026,0.12,0.95,0.6,45
portrait2__Monet__sw14k_tv0.0026_edge0.12_fp0.95_cpm0.8_layers345,portrait2,Monet,sw14k_tv0.0026_edge0.12_fp0.95_cpm0.8_layers345,14000,0.0026,0.12,0.95,0.8,345
portrait2__Monet__sw14k_tv0.0026_edge0.12_fp0.95_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.12_fp0.95_cpm0.8_layers45,14000,0.0026,0.12,0.95,0.8,45
portrait2__Monet__sw14k_tv0.0026_edge0.12_fp0.9_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.12_fp0.9_cpm0.3_layers45,14000,0.0026,0.12,0.9,0.3,45
portrait2__Monet__sw14k_tv0.0026_edge0.12_fp0.9_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.12_fp0.9_cpm0.6_layers45,14000,0.0026,0.12,0.9,0.6,45
portrait2__Monet__sw14k_tv0.0026_edge0.12_fp0.9_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.12_fp0.9_cpm0.8_layers45,14000,0.0026,0.12,0.9,0.8,45
portrait2__Monet__sw14k_tv0.0026_edge0.12_fp1_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.12_fp1_cpm0.3_layers45,14000,0.0026,0.12,1.0,0.3,45
portrait2__Monet__sw14k_tv0.0026_edge0.12_fp1_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.12_fp1_cpm0.6_layers45,14000,0.0026,0.12,1.0,0.6,45
portrait2__Monet__sw14k_tv0.0026_edge0.12_fp1_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0026_edge0.12_fp1_cpm0.8_layers45,14000,0.0026,0.12,1.0,0.8,45
portrait2__Monet__sw14k_tv0.0034_edge0.04_fp0.95_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.04_fp0.95_cpm0.3_layers45,14000,0.0034,0.04,0.95,0.3,45
portrait2__Monet__sw14k_tv0.0034_edge0.04_fp0.95_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.04_fp0.95_cpm0.6_layers45,14000,0.0034,0.04,0.95,0.6,45
portrait2__Monet__sw14k_tv0.0034_edge0.04_fp0.95_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.04_fp0.95_cpm0.8_layers45,14000,0.0034,0.04,0.95,0.8,45
portrait2__Monet__sw14k_tv0.0034_edge0.04_fp0.9_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.04_fp0.9_cpm0.3_layers45,14000,0.0034,0.04,0.9,0.3,45
portrait2__Monet__sw14k_tv0.0034_edge0.04_fp0.9_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.04_fp0.9_cpm0.6_layers45,14000,0.0034,0.04,0.9,0.6,45
portrait2__Monet__sw14k_tv0.0034_edge0.04_fp0.9_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.04_fp0.9_cpm0.8_layers45,14000,0.0034,0.04,0.9,0.8,45
portrait2__Monet__sw14k_tv0.0034_edge0.04_fp1_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.04_fp1_cpm0.3_layers45,14000,0.0034,0.04,1.0,0.3,45
portrait2__Monet__sw14k_tv0.0034_edge0.04_fp1_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.04_fp1_cpm0.6_layers45,14000,0.0034,0.04,1.0,0.6,45
portrait2__Monet__sw14k_tv0.0034_edge0.04_fp1_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.04_fp1_cpm0.8_layers45,14000,0.0034,0.04,1.0,0.8,45
portrait2__Monet__sw14k_tv0.0034_edge0.08_fp0.95_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.08_fp0.95_cpm0.3_layers45,14000,0.0034,0.08,0.95,0.3,45
portrait2__Monet__sw14k_tv0.0034_edge0.08_fp0.95_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.08_fp0.95_cpm0.6_layers45,14000,0.0034,0.08,0.95,0.6,45
portrait2__Monet__sw14k_tv0.0034_edge0.08_fp0.95_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.08_fp0.95_cpm0.8_layers45,14000,0.0034,0.08,0.95,0.8,45
portrait2__Monet__sw14k_tv0.0034_edge0.08_fp0.9_cpm0.3_layers345,portrait2,Monet,sw14k_tv0.0034_edge0.08_fp0.9_cpm0.3_layers345,14000,0.0034,0.08,0.9,0.3,345
portrait2__Monet__sw14k_tv0.0034_edge0.08_fp0.9_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.08_fp0.9_cpm0.3_layers45,14000,0.0034,0.08,0.9,0.3,45
portrait2__Monet__sw14k_tv0.0034_edge0.08_fp0.9_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.08_fp0.9_cpm0.6_layers45,14000,0.0034,0.08,0.9,0.6,45
portrait2__Monet__sw14k_tv0.0034_edge0.08_fp0.9_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.08_fp0.9_cpm0.8_layers45,14000,0.0034,0.08,0.9,0.8,45
portrait2__Monet__sw14k_tv0.0034_edge0.08_fp1_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.08_fp1_cpm0.3_layers45,14000,0.0034,0.08,1.0,0.3,45
portrait2__Monet__sw14k_tv0.0034_edge0.08_fp1_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.08_fp1_cpm0.6_layers45,14000,0.0034,0.08,1.0,0.6,45
portrait2__Monet__sw14k_tv0.0034_edge0.08_fp1_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.08_fp1_cpm0.8_layers45,14000,0.0034,0.08,1.0,0.8,45
portrait2__Monet__sw14k_tv0.0034_edge0.12_fp0.95_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.12_fp0.95_cpm0.3_layers45,14000,0.0034,0.12,0.95,0.3,45
portrait2__Monet__sw14k_tv0.0034_edge0.12_fp0.95_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.12_fp0.95_cpm0.6_layers45,14000,0.0034,0.12,0.95,0.6,45
portrait2__Monet__sw14k_tv0.0034_edge0.12_fp0.95_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.12_fp0.95_cpm0.8_layers45,14000,0.0034,0.12,0.95,0.8,45
portrait2__Monet__sw14k_tv0.0034_edge0.12_fp0.9_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.12_fp0.9_cpm0.3_layers45,14000,0.0034,0.12,0.9,0.3,45
portrait2__Monet__sw14k_tv0.0034_edge0.12_fp0.9_cpm0.6_layers345,portrait2,Monet,sw14k_tv0.0034_edge0.12_fp0.9_cpm0.6_layers345,14000,0.0034,0.12,0.9,0.6,345
portrait2__Monet__sw14k_tv0.0034_edge0.12_fp0.9_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.12_fp0.9_cpm0.6_layers45,14000,0.0034,0.12,0.9,0.6,45
portrait2__Monet__sw14k_tv0.0034_edge0.12_fp0.9_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.12_fp0.9_cpm0.8_layers45,14000,0.0034,0.12,0.9,0.8,45
portrait2__Monet__sw14k_tv0.0034_edge0.12_fp1_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.12_fp1_cpm0.3_layers45,14000,0.0034,0.12,1.0,0.3,45
portrait2__Monet__sw14k_tv0.0034_edge0.12_fp1_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.12_fp1_cpm0.6_layers45,14000,0.0034,0.12,1.0,0.6,45
portrait2__Monet__sw14k_tv0.0034_edge0.12_fp1_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.0034_edge0.12_fp1_cpm0.8_layers45,14000,0.0034,0.12,1.0,0.8,45
portrait2__Monet__sw14k_tv0.003_edge0.04_fp0.95_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.003_edge0.04_fp0.95_cpm0.3_layers45,14000,0.003,0.04,0.95,0.3,45
portrait2__Monet__sw14k_tv0.003_edge0.04_fp0.95_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.003_edge0.04_fp0.95_cpm0.6_layers45,14000,0.003,0.04,0.95,0.6,45
portrait2__Monet__sw14k_tv0.003_edge0.04_fp0.95_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.003_edge0.04_fp0.95_cpm0.8_layers45,14000,0.003,0.04,0.95,0.8,45
portrait2__Monet__sw14k_tv0.003_edge0.04_fp0.9_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.003_edge0.04_fp0.9_cpm0.3_layers45,14000,0.003,0.04,0.9,0.3,45
portrait2__Monet__sw14k_tv0.003_edge0.04_fp0.9_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.003_edge0.04_fp0.9_cpm0.6_layers45,14000,0.003,0.04,0.9,0.6,45
portrait2__Monet__sw14k_tv0.003_edge0.04_fp0.9_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.003_edge0.04_fp0.9_cpm0.8_layers45,14000,0.003,0.04,0.9,0.8,45
portrait2__Monet__sw14k_tv0.003_edge0.04_fp1_cpm0.3_layers345,portrait2,Monet,sw14k_tv0.003_edge0.04_fp1_cpm0.3_layers345,14000,0.003,0.04,1.0,0.3,345
portrait2__Monet__sw14k_tv0.003_edge0.04_fp1_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.003_edge0.04_fp1_cpm0.3_layers45,14000,0.003,0.04,1.0,0.3,45
portrait2__Monet__sw14k_tv0.003_edge0.04_fp1_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.003_edge0.04_fp1_cpm0.6_layers45,14000,0.003,0.04,1.0,0.6,45
portrait2__Monet__sw14k_tv0.003_edge0.04_fp1_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.003_edge0.04_fp1_cpm0.8_layers45,14000,0.003,0.04,1.0,0.8,45
portrait2__Monet__sw14k_tv0.003_edge0.08_fp0.95_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.003_edge0.08_fp0.95_cpm0.3_layers45,14000,0.003,0.08,0.95,0.3,45
portrait2__Monet__sw14k_tv0.003_edge0.08_fp0.95_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.003_edge0.08_fp0.95_cpm0.6_layers45,14000,0.003,0.08,0.95,0.6,45
portrait2__Monet__sw14k_tv0.003_edge0.08_fp0.95_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.003_edge0.08_fp0.95_cpm0.8_layers45,14000,0.003,0.08,0.95,0.8,45
portrait2__Monet__sw14k_tv0.003_edge0.08_fp0.9_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.003_edge0.08_fp0.9_cpm0.3_layers45,14000,0.003,0.08,0.9,0.3,45
portrait2__Monet__sw14k_tv0.003_edge0.08_fp0.9_cpm0.6_layers45,portrait2,Monet,sw14k_tv0.003_edge0.08_fp0.9_cpm0.6_layers45,14000,0.003,0.08,0.9,0.6,45
portrait2__Monet__sw14k_tv0.003_edge0.08_fp0.9_cpm0.8_layers45,portrait2,Monet,sw14k_tv0.003_edge0.08_fp0.9_cpm0.8_layers45,14000,0.003,0.08,0.9,0.8,45
portrait2__Monet__sw14k_tv0.003_edge0.08_fp1_cpm0.3_layers45,portrait2,Monet,sw14k_tv0.003_edge0.08_fp1_cpm0.3_layers45,14000,0.003,0.08,1.0,0.3,45
portrait2__Monet__sw14k_tv0.003_edge0.08_fp1_cpm0.6_layers345,portrait2,Monet,sw14k_tv0.003_edge0.08_fp1_cpm0.6_layers345,14000,0.003,0.08,1.0,0.6,345
